"Tabela 6450 - Unidades locais, pessoal ocupado total e assalariado, salários e outras remunerações, por seção, divisão, grupo e classe da classificação de atividades (CNAE 2.0)"
"Cód.";"Município";"Ano x Variável x Classificação Nacional de Atividades Econômicas (CNAE 2.0)"
"Cód.";"Município";"2019"
"Cód.";"Município";"Pessoal ocupado assalariado (Pessoas)";;"Salários e outras remunerações (Mil Reais)"
"Cód.";"Município";"Total";"55.10-8 Hotéis e similares";"Total";"55.10-8 Hotéis e similares"
"2504009";"Campina Grande (PB)";"99300";"514";"2718971";"8288"
"2504033";"Capim (PB)";"459";"-";"11703";"-"
"2504074";"Caraúbas (PB)";"325";"-";"6339";"-"
"2504108";"Carrapateira (PB)";"240";"-";"6507";"-"
"2504157";"Casserengue (PB)";"429";"-";"10740";"-"
"2504207";"Catingueira (PB)";"413";"-";"8074";"-"
"2504306";"Catolé do Rocha (PB)";"3305";"X";"65362";"X"
"2504355";"Caturité (PB)";"470";"-";"9464";"-"
"2504405";"Conceição (PB)";"1219";"X";"29802";"X"
"2504504";"Condado (PB)";"367";"-";"9025";"-"
"2504603";"Conde (PB)";"5527";"254";"129406";"3465"
"2504702";"Congo (PB)";"413";"-";"7913";"-"
"2504801";"Coremas (PB)";"574";"X";"13383";"X"
"2504850";"Coxixola (PB)";"173";"X";"4463";"X"
"2504900";"Cruz do Espírito Santo (PB)";"1273";"-";"24365";"-"
"2505006";"Cubati (PB)";"468";"-";"9733";"-"
"2505105";"Cuité (PB)";"1288";"X";"28133";"X"
"2505204";"Cuitegi (PB)";"565";"X";"10024";"X"
"2505238";"Cuité de Mamanguape (PB)";"371";"-";"8175";"-"
"2505279";"Curral de Cima (PB)";"395";"-";"9011";"-"
"2505303";"Curral Velho (PB)";"118";"-";"3251";"-"
"2505352";"Damião (PB)";"338";"-";"8402";"-"
"2505402";"Desterro (PB)";"432";"-";"8713";"-"
"2505501";"Vista Serrana (PB)";"322";"-";"6887";"-"
"2505600";"Diamante (PB)";"439";"-";"7294";"-"
"2505709";"Dona Inês (PB)";"487";"-";"13361";"-"
"2505808";"Duas Estradas (PB)";"296";"X";"6907";"X"
"2505907";"Emas (PB)";"303";"-";"8025";"-"
"2506004";"Esperança (PB)";"3785";"-";"79686";"-"
"2506103";"Fagundes (PB)";"572";"-";"14238";"-"
"2506202";"Frei Martinho (PB)";"261";"-";"5981";"-"
"2506251";"Gado Bravo (PB)";"447";"-";"11109";"-"
"2506301";"Guarabira (PB)";"9408";"X";"178309";"X"
"2506400";"Gurinhém (PB)";"938";"X";"20734";"X"
"2506509";"Gurjão (PB)";"341";"-";"6268";"-"
"2506608";"Ibiara (PB)";"360";"-";"7641";"-"
"2506707";"Imaculada (PB)";"495";"-";"12541";"-"
"2506806";"Ingá (PB)";"1863";"-";"34219";"-"
"2506905";"Itabaiana (PB)";"1962";"10";"42997";"150"
"2507002";"Itaporanga (PB)";"2451";"14";"51603";"215"
"2507101";"Itapororoca (PB)";"1080";"-";"23676";"-"
"2507200";"Itatuba (PB)";"576";"-";"17587";"-"
"2507309";"Jacaraú (PB)";"1057";"-";"24861";"-"
"2507408";"Jericó (PB)";"560";"-";"10092";"-"
"2507507";"João Pessoa (PB)";"267971";"1705";"9389758";"28124"
"2507606";"Juarez Távora (PB)";"440";"-";"10311";"-"
"2507705";"Juazeirinho (PB)";"1415";"X";"27504";"X"
"2507804";"Junco do Seridó (PB)";"591";"-";"11954";"-"
"2507903";"Juripiranga (PB)";"922";"-";"15922";"-"
"2508000";"Juru (PB)";"486";"-";"11642";"-"
"2508109";"Lagoa (PB)";"406";"-";"6899";"-"
"2508208";"Lagoa de Dentro (PB)";"599";"-";"11226";"-"
"2508307";"Lagoa Seca (PB)";"1839";"X";"45953";"X"
"2508406";"Lastro (PB)";"271";"-";"5001";"-"
"2508505";"Livramento (PB)";"486";"-";"9256";"-"
"2508554";"Logradouro (PB)";"293";"-";"6522";"-"
"2508604";"Lucena (PB)";"1950";"X";"43345";"X"
"2508703";"Mãe d'Água (PB)";"390";"-";"7027";"-"
"2508802";"Malta (PB)";"401";"-";"8672";"-"
"2508901";"Mamanguape (PB)";"7298";"X";"148251";"X"
"2509008";"Manaíra (PB)";"538";"-";"10748";"-"
"2509057";"Marcação (PB)";"492";"-";"11372";"-"
"2509107";"Mari (PB)";"1400";"-";"35756";"-"
"2509156";"Marizópolis (PB)";"470";"-";"10629";"-"
"2509206";"Massaranduba (PB)";"714";"-";"16772";"-"
"2509305";"Mataraca (PB)";"1390";"X";"36976";"X"
"2509339";"Matinhas (PB)";"324";"-";"7193";"-"
"2509370";"Mato Grosso (PB)";"244";"-";"5558";"-"
"2509396";"Maturéia (PB)";"385";"X";"9296";"X"
"2509404";"Mogeiro (PB)";"1144";"X";"24682";"X"
"2509503";"Montadas (PB)";"568";"-";"11462";"-"
"2509602";"Monte Horebe (PB)";"207";"-";"6670";"-"
"2509701";"Monteiro (PB)";"2979";"22";"70935";"316"
"2509800";"Mulungu (PB)";"538";"-";"10712";"-"
"2509909";"Natuba (PB)";"713";"-";"15742";"-"
"2510006";"Nazarezinho (PB)";"390";"-";"8323";"-"
"2510105";"Nova Floresta (PB)";"591";"X";"13230";"X"
"2510204";"Nova Olinda (PB)";"362";"-";"8500";"-"
"2510303";"Nova Palmeira (PB)";"382";"-";"7744";"-"
"2510402";"Olho d'Água (PB)";"503";"-";"8690";"-"
"2510501";"Olivedos (PB)";"279";"-";"6617";"-"
"2510600";"Ouro Velho (PB)";"307";"-";"5705";"-"
"2510659";"Parari (PB)";"218";"-";"4200";"-"
"2510709";"Passagem (PB)";"246";"-";"4788";"-"
"2510808";"Patos (PB)";"15437";"102";"380472";"1641"
"2510907";"Paulista (PB)";"706";"-";"15216";"-"
"2511004";"Pedra Branca (PB)";"301";"-";"5544";"-"
"2511103";"Pedra Lavrada (PB)";"679";"-";"17929";"-"
"2511202";"Pedras de Fogo (PB)";"4614";"-";"84036";"-"
"2511301";"Piancó (PB)";"1740";"X";"33239";"X"
"2511400";"Picuí (PB)";"1434";"X";"37658";"X"
"2511509";"Pilar (PB)";"1693";"-";"19337";"-"
"2511608";"Pilões (PB)";"456";"-";"9846";"-"
"2511707";"Pilõezinhos (PB)";"257";"-";"6096";"-"
"2511806";"Pirpirituba (PB)";"632";"-";"14154";"-"
"2511905";"Pitimbu (PB)";"1795";"X";"44154";"X"
"2512002";"Pocinhos (PB)";"1222";"-";"29225";"-"
"2512036";"Poço Dantas (PB)";"387";"-";"8655";"-"
"2512077";"Poço de José de Moura (PB)";"435";"-";"9644";"-"
"2512101";"Pombal (PB)";"2594";"8";"61077";"115"
"2512200";"Prata (PB)";"375";"-";"7608";"-"
"2512309";"Princesa Isabel (PB)";"1608";"X";"32180";"X"
"2512408";"Puxinanã (PB)";"692";"-";"18260";"-"
"2512507";"Queimadas (PB)";"3654";"-";"79115";"-"
"2512606";"Quixaba (PB)";"280";"-";"5984";"-"
"2512705";"Remígio (PB)";"1304";"5";"28816";"47"
"2512721";"Pedro Régis (PB)";"359";"-";"8065";"-"
"2512747";"Riachão (PB)";"413";"-";"7447";"-"
"2512754";"Riachão do Bacamarte (PB)";"418";"-";"8708";"-"
"2512762";"Riachão do Poço (PB)";"432";"-";"8763";"-"
"2512788";"Riacho de Santo Antônio (PB)";"233";"-";"5806";"-"
"2512804";"Riacho dos Cavalos (PB)";"630";"-";"12827";"-"
"2512903";"Rio Tinto (PB)";"4007";"X";"63936";"X"
"2513000";"Salgadinho (PB)";"291";"-";"6389";"-"
"2513109";"Salgado de São Félix (PB)";"954";"-";"24724";"-"
"2513158";"Santa Cecília (PB)";"419";"-";"8920";"-"
"2513208";"Santa Cruz (PB)";"383";"-";"8549";"-"
"2513307";"Santa Helena (PB)";"418";"-";"8425";"-"
"2513356";"Santa Inês (PB)";"340";"-";"6379";"-"
"2513406";"Santa Luzia (PB)";"1580";"X";"31859";"X"
"2513505";"Santana de Mangueira (PB)";"362";"-";"8563";"-"
"2513604";"Santana dos Garrotes (PB)";"352";"-";"8375";"-"
"2513653";"Joca Claudino (PB)";"307";"-";"6739";"-"
"2513703";"Santa Rita (PB)";"18624";"34";"422544";"324"
"2513802";"Santa Teresinha (PB)";"515";"-";"10475";"-"
"2513851";"Santo André (PB)";"278";"-";"5223";"-"
"2513901";"São Bento (PB)";"3257";"10";"65282";"133"
"2513927";"São Bentinho (PB)";"340";"-";"7609";"-"
"2513943";"São Domingos do Cariri (PB)";"195";"-";"4774";"-"
"2513968";"São Domingos (PB)";"279";"-";"6319";"-"
"2513984";"São Francisco (PB)";"261";"-";"6273";"-"
"2514008";"São João do Cariri (PB)";"634";"-";"10277";"-"
"2514107";"São João do Tigre (PB)";"287";"-";"6473";"-"
"2514206";"São José da Lagoa Tapada (PB)";"410";"-";"8533";"-"
"2514305";"São José de Caiana (PB)";"288";"-";"7828";"-"
"2514404";"São José de Espinharas (PB)";"294";"-";"7125";"-"
"2514453";"São José dos Ramos (PB)";"399";"-";"9551";"-"
"2514503";"São José de Piranhas (PB)";"971";"X";"25234";"X"
"2514552";"São José de Princesa (PB)";"159";"-";"3819";"-"
"2514602";"São José do Bonfim (PB)";"164";"-";"4159";"-"
"2514651";"São José do Brejo do Cruz (PB)";"246";"-";"5956";"-"
"2514701";"São José do Sabugi (PB)";"380";"-";"8505";"-"
"2514800";"São José dos Cordeiros (PB)";"266";"-";"5089";"-"
"2514909";"São Mamede (PB)";"473";"-";"11056";"-"
"2515005";"São Miguel de Taipu (PB)";"578";"-";"12106";"-"
"2515104";"São Sebastião de Lagoa de Roça (PB)";"679";"-";"15021";"-"
"2515203";"São Sebastião do Umbuzeiro (PB)";"169";"-";"6038";"-"
"2515302";"Sapé (PB)";"4173";"X";"81469";"X"
"2515401";"São Vicente do Seridó (PB)";"463";"-";"12290";"-"
"2515500";"Serra Branca (PB)";"923";"-";"19005";"-"
"2515609";"Serra da Raiz (PB)";"339";"-";"7363";"-"
"2515708";"Serra Grande (PB)";"267";"-";"5334";"-"
"2515807";"Serra Redonda (PB)";"825";"-";"13524";"-"
"2515906";"Serraria (PB)";"384";"-";"8277";"-"
"2515930";"Sertãozinho (PB)";"331";"-";"7554";"-"
"2515971";"Sobrado (PB)";"543";"-";"11071";"-"
"2516003";"Solânea (PB)";"1836";"10";"41743";"113"
"2516102";"Soledade (PB)";"1321";"X";"27896";"X"
"2516151";"Sossêgo (PB)";"348";"-";"7116";"-"
"2516201";"Sousa (PB)";"10356";"X";"223246";"X"
"2516300";"Sumé (PB)";"1337";"X";"29971";"X"
"2516409";"Tacima (PB)";"532";"-";"11920";"-"
"2516508";"Taperoá (PB)";"951";"X";"18319";"X"
"2516607";"Tavares (PB)";"764";"-";"18088";"-"
"2516706";"Teixeira (PB)";"905";"3";"19914";"42"
"2516755";"Tenório (PB)";"294";"-";"6192";"-"
"2516805";"Triunfo (PB)";"507";"-";"10321";"-"
"2516904";"Uiraúna (PB)";"1197";"-";"24389";"-"
"2517001";"Umbuzeiro (PB)";"675";"-";"12981";"-"
"2517100";"Várzea (PB)";"285";"-";"6237";"-"
"2517209";"Vieirópolis (PB)";"279";"-";"7364";"-"
"2517407";"Zabelê (PB)";"175";"-";"4816";"-"
"2600054";"Abreu e Lima (PE)";"11829";"27";"303340";"325"
"2600104";"Afogados da Ingazeira (PE)";"3244";"39";"77099";"563"
"2600203";"Afrânio (PE)";"1965";"X";"43466";"X"
"2600302";"Agrestina (PE)";"1732";"-";"43126";"-"
"2600401";"Água Preta (PE)";"1698";"X";"38147";"X"
"2600500";"Águas Belas (PE)";"1861";"10";"49659";"131"
"2600609";"Alagoinha (PE)";"857";"-";"16718";"-"
"2600708";"Aliança (PE)";"3882";"X";"60334";"X"
"2600807";"Altinho (PE)";"1204";"-";"24396";"-"
"2600906";"Amaraji (PE)";"1740";"-";"28412";"-"
"2601003";"Angelim (PE)";"844";"X";"21063";"X"
"2601052";"Araçoiaba (PE)";"1694";"-";"24498";"-"
"2601102";"Araripina (PE)";"7171";"X";"158031";"X"
"2601201";"Arcoverde (PE)";"8728";"X";"199919";"X"
"2601300";"Barra de Guabiraba (PE)";"1767";"-";"35019";"-"
"2601409";"Barreiros (PE)";"3967";"X";"79566";"X"
"2601508";"Belém de Maria (PE)";"517";"-";"10401";"-"
"2601607";"Belém do São Francisco (PE)";"2073";"X";"47802";"X"
"2601706";"Belo Jardim (PE)";"12464";"53";"326604";"701"
"2601805";"Betânia (PE)";"639";"-";"14476";"-"
"2601904";"Bezerros (PE)";"11617";"X";"252155";"X"
"2602001";"Bodocó (PE)";"1550";"X";"37566";"X"
"2602100";"Bom Conselho (PE)";"2770";"12";"63112";"172"
"2602209";"Bom Jardim (PE)";"1809";"15";"43346";"211"
"2602308";"Bonito (PE)";"2385";"X";"60554";"X"
"2602407";"Brejão (PE)";"564";"-";"13793";"-"
"2602506";"Brejinho (PE)";"515";"-";"11072";"-"
"2602605";"Brejo da Madre de Deus (PE)";"2779";"X";"75436";"X"
"2602704";"Buenos Aires (PE)";"742";"-";"16052";"-"
"2602803";"Buíque (PE)";"2980";"X";"78233";"X"
"2602902";"Cabo de Santo Agostinho (PE)";"38698";"397";"1140735";"11318"
"2603009";"Cabrobó (PE)";"2558";"18";"57839";"269"
"2603108";"Cachoeirinha (PE)";"1273";"-";"24309";"-"
"2603207";"Caetés (PE)";"1454";"X";"33728";"X"
"2603306";"Calçado (PE)";"476";"X";"9121";"X"
"2603405";"Calumbi (PE)";"345";"-";"7523";"-"
"2603454";"Camaragibe (PE)";"13365";"68";"315360";"1366"
"2603504";"Camocim de São Félix (PE)";"1044";"X";"22515";"X"
"2603603";"Camutanga (PE)";"4087";"X";"91917";"X"
"2603702";"Canhotinho (PE)";"1539";"X";"30289";"X"
"2603801";"Capoeiras (PE)";"931";"-";"19064";"-"
"2603900";"Carnaíba (PE)";"1014";"-";"22883";"-"
"2603926";"Carnaubeira da Penha (PE)";"658";"-";"11933";"-"
"2604007";"Carpina (PE)";"11150";"65";"244551";"967"
"2604106";"Caruaru (PE)";"73179";"X";"1639457";"X"
"2604155";"Casinhas (PE)";"882";"-";"18132";"-"
"2604205";"Catende (PE)";"1870";"X";"45763";"X"
"2604304";"Cedro (PE)";"745";"-";"14897";"-"
"2604403";"Chã de Alegria (PE)";"709";"-";"16528";"-"
"2604502";"Chã Grande (PE)";"1488";"X";"32629";"X"
"2604601";"Condado (PE)";"1906";"X";"40744";"X"
"2604700";"Correntes (PE)";"885";"-";"19047";"-"
"2604809";"Cortês (PE)";"1773";"-";"28710";"-"
"2604908";"Cumaru (PE)";"844";"-";"16579";"-"
"2605004";"Cupira (PE)";"2267";"X";"40447";"X"
"2605103";"Custódia (PE)";"2902";"67";"64993";"746"
"2605152";"Dormentes (PE)";"1896";"-";"40201";"-"
"2605202";"Escada (PE)";"6669";"22";"146506";"305"
"2605301";"Exu (PE)";"1964";"1";"37521";"3"
"2605400";"Feira Nova (PE)";"1409";"X";"28462";"X"
"2605459";"Fernando de Noronha (PE)";"1862";"636";"45884";"14645"
"2605509";"Ferreiros (PE)";"973";"X";"16416";"X"
"2605608";"Flores (PE)";"1386";"-";"23484";"-"
"2605707";"Floresta (PE)";"3577";"19";"81069";"245"
"2605806";"Frei Miguelinho (PE)";"848";"-";"17817";"-"
"2605905";"Gameleira (PE)";"1470";"-";"30836";"-"
"2606002";"Garanhuns (PE)";"20134";"178";"440688";"2562"
"2606101";"Glória do Goitá (PE)";"2537";"-";"69182";"-"
"2606200";"Goiana (PE)";"22353";"X";"728230";"X"
"2606309";"Granito (PE)";"418";"-";"9665";"-"
"2606408";"Gravatá (PE)";"9597";"336";"202094";"5684"
"2606507";"Iati (PE)";"1101";"-";"25480";"-"
"2606606";"Ibimirim (PE)";"1471";"1";"30535";"13"
"2606705";"Ibirajuba (PE)";"397";"-";"8972";"-"
"2606804";"Igarassu (PE)";"18881";"X";"496407";"X"
"2606903";"Iguaracy (PE)";"536";"-";"11832";"-"
"2607000";"Inajá (PE)";"1252";"X";"26936";"X"
"2607109";"Ingazeira (PE)";"359";"-";"7769";"-"
"2607208";"Ipojuca (PE)";"32081";"4884";"1368965";"119124"
"2607307";"Ipubi (PE)";"2083";"-";"43554";"-"
"2607406";"Itacuruba (PE)";"731";"-";"16655";"-"
"2607505";"Itaíba (PE)";"957";"X";"29553";"X"
"2607604";"Ilha de Itamaracá (PE)";"1420";"X";"31291";"X"
"2607653";"Itambé (PE)";"3261";"X";"65506";"X"
"2607703";"Itapetim (PE)";"772";"-";"16870";"-"
"2607752";"Itapissuma (PE)";"5393";"X";"223018";"X"
"2607802";"Itaquitinga (PE)";"740";"-";"17588";"-"
"2607901";"Jaboatão dos Guararapes (PE)";"95277";"341";"2608865";"6745"
"2607950";"Jaqueira (PE)";"714";"-";"18526";"-"
"2608008";"Jataúba (PE)";"1131";"X";"20880";"X"
"2608057";"Jatobá (PE)";"1290";"-";"28794";"-"
"2608107";"João Alfredo (PE)";"2005";"X";"43901";"X"
"2608206";"Joaquim Nabuco (PE)";"1411";"-";"27004";"-"
"2608255";"Jucati (PE)";"788";"-";"14333";"-"
"2608305";"Jupi (PE)";"955";"X";"25041";"X"
"2608404";"Jurema (PE)";"831";"-";"17760";"-"
"2608453";"Lagoa do Carro (PE)";"1307";"X";"28402";"X"
"2608503";"Lagoa de Itaenga (PE)";"6037";"-";"117837";"-"
"2608602";"Lagoa do Ouro (PE)";"765";"-";"14245";"-"
"2608701";"Lagoa dos Gatos (PE)";"521";"-";"13739";"-"
"2608750";"Lagoa Grande (PE)";"3181";"X";"61677";"X"
"2608800";"Lajedo (PE)";"3835";"14";"70601";"162"
"2608909";"Limoeiro (PE)";"7370";"41";"134165";"706"
"2609006";"Macaparana (PE)";"1955";"X";"39912";"X"
"2609105";"Machados (PE)";"1102";"X";"18798";"X"
"2609154";"Manari (PE)";"664";"-";"16487";"-"
"2609204";"Maraial (PE)";"758";"-";"18892";"-"
"2609303";"Mirandiba (PE)";"975";"-";"21257";"-"
"2609402";"Moreno (PE)";"5453";"X";"130594";"X"
"2609501";"Nazaré da Mata (PE)";"4471";"X";"101500";"X"
"2609600";"Olinda (PE)";"72756";"618";"1705900";"9996"
"2609709";"Orobó (PE)";"1587";"X";"31558";"X"
"2609808";"Orocó (PE)";"698";"-";"19853";"-"
"2609907";"Ouricuri (PE)";"4275";"X";"103880";"X"
"2610004";"Palmares (PE)";"6666";"58";"154217";"783"
"2610103";"Palmeirina (PE)";"386";"-";"9286";"-"
"2610202";"Panelas (PE)";"1809";"X";"31272";"X"
"2610301";"Paranatama (PE)";"722";"-";"13336";"-"
"2610400";"Parnamirim (PE)";"943";"-";"25037";"-"
"2610509";"Passira (PE)";"1296";"9";"29836";"142"
"2610608";"Paudalho (PE)";"3736";"26";"86480";"402"
"2610707";"Paulista (PE)";"34504";"X";"813979";"X"
"2610806";"Pedra (PE)";"854";"-";"25469";"-"
"2610905";"Pesqueira (PE)";"5589";"X";"113736";"X"
"2611002";"Petrolândia (PE)";"4487";"16";"122358";"204"
"2611101";"Petrolina (PE)";"63049";"427";"1730691";"7159"
"2611200";"Poção (PE)";"800";"-";"17242";"-"
"2611309";"Pombos (PE)";"2796";"-";"57801";"-"
"2611408";"Primavera (PE)";"4012";"-";"49386";"-"
"2611507";"Quipapá (PE)";"1166";"-";"23687";"-"
"2611533";"Quixaba (PE)";"402";"X";"8866";"X"
"2611606";"Recife (PE)";"657271";"3235";"27627710";"76191"
"2611705";"Riacho das Almas (PE)";"1379";"-";"32184";"-"
"2611804";"Ribeirão (PE)";"3378";"20";"72822";"270"
"2611903";"Rio Formoso (PE)";"7058";"X";"93105";"X"
"2612000";"Sairé (PE)";"995";"X";"26855";"X"
"2612109";"Salgadinho (PE)";"553";"X";"12221";"X"
"2612208";"Salgueiro (PE)";"7235";"101";"189687";"1565"
"2612307";"Saloá (PE)";"1155";"X";"23689";"X"
"2612406";"Sanharó (PE)";"1230";"-";"27437";"-"
"2612455";"Santa Cruz (PE)";"653";"-";"16818";"-"
"2612471";"Santa Cruz da Baixa Verde (PE)";"592";"X";"15489";"X"
"2612505";"Santa Cruz do Capibaribe (PE)";"14226";"82";"275908";"1125"
"2612554";"Santa Filomena (PE)";"721";"-";"15388";"-"
"2612604";"Santa Maria da Boa Vista (PE)";"2800";"4";"65950";"56"
"2612703";"Santa Maria do Cambucá (PE)";"676";"-";"16548";"-"
"2612802";"Santa Terezinha (PE)";"816";"-";"15538";"-"
"2612901";"São Benedito do Sul (PE)";"793";"X";"17066";"X"
"2613008";"São Bento do Una (PE)";"4600";"X";"96650";"X"
"2613107";"São Caitano (PE)";"3034";"X";"66936";"X"
"2613206";"São João (PE)";"1456";"30";"29380";"432"
"2613305";"São Joaquim do Monte (PE)";"1003";"X";"22975";"X"
"2613404";"São José da Coroa Grande (PE)";"1738";"X";"35864";"X"
"2613503";"São José do Belmonte (PE)";"2498";"5";"49327";"63"
"2613602";"São José do Egito (PE)";"2975";"X";"64318";"X"
"2613701";"São Lourenço da Mata (PE)";"10106";"33";"264091";"513"
"2613800";"São Vicente Férrer (PE)";"1142";"X";"20839";"X"
"2613909";"Serra Talhada (PE)";"11260";"143";"250116";"2005"
"2614006";"Serrita (PE)";"1150";"-";"18998";"-"
"2614105";"Sertânia (PE)";"4473";"X";"139827";"X"
"2614204";"Sirinhaém (PE)";"8640";"X";"163798";"X"
"2614303";"Moreilândia (PE)";"705";"-";"14225";"-"
"2614402";"Solidão (PE)";"376";"X";"7436";"X"
"2614501";"Surubim (PE)";"6287";"63";"129710";"969"
"2614600";"Tabira (PE)";"2067";"X";"41348";"X"
"2614709";"Tacaimbó (PE)";"951";"-";"19227";"-"
"2614808";"Tacaratu (PE)";"1342";"-";"26124";"-"
"2614857";"Tamandaré (PE)";"3116";"309";"58223";"5796"
"2615003";"Taquaritinga do Norte (PE)";"2480";"X";"50430";"X"
"2615102";"Terezinha (PE)";"564";"-";"13422";"-"
"2615201";"Terra Nova (PE)";"511";"-";"10064";"-"
"2615300";"Timbaúba (PE)";"6724";"X";"135614";"X"
"2615409";"Toritama (PE)";"5864";"X";"104148";"X"
"2615508";"Tracunhaém (PE)";"747";"-";"14662";"-"
"2615607";"Trindade (PE)";"2238";"9";"50156";"151"
"2615706";"Triunfo (PE)";"1196";"X";"25322";"X"
"2615805";"Tupanatinga (PE)";"1223";"-";"26839";"-"
"2615904";"Tuparetama (PE)";"634";"X";"12198";"X"
"2616001";"Venturosa (PE)";"970";"-";"20952";"-"
"2616100";"Verdejante (PE)";"578";"-";"13083";"-"
"2616183";"Vertente do Lério (PE)";"664";"-";"12624";"-"
"2616209";"Vertentes (PE)";"1105";"X";"22816";"X"
"2616308";"Vicência (PE)";"3873";"X";"65698";"X"
"2616407";"Vitória de Santo Antão (PE)";"23743";"77";"588414";"1037"
"2616506";"Xexéu (PE)";"807";"-";"19534";"-"
"2700102";"Água Branca (AL)";"1266";"X";"28539";"X"
"2700201";"Anadia (AL)";"1200";"-";"25583";"-"
"2700300";"Arapiraca (AL)";"35992";"291";"768285";"4516"
"2700409";"Atalaia (AL)";"4201";"X";"78768";"X"
"2700508";"Barra de Santo Antônio (AL)";"1053";"X";"24358";"X"
"2700607";"Barra de São Miguel (AL)";"1879";"426";"37733";"8066"
"2700706";"Batalha (AL)";"1360";"-";"28888";"-"
"2700805";"Belém (AL)";"558";"-";"12437";"-"
"2700904";"Belo Monte (AL)";"339";"-";"8057";"-"
"2701001";"Boca da Mata (AL)";"1959";"1";"47406";"28"
"2701100";"Branquinha (AL)";"497";"-";"11621";"-"
"2701209";"Cacimbinhas (AL)";"881";"-";"17710";"-"
"2701308";"Cajueiro (AL)";"1272";"X";"33382";"X"
"2701357";"Campestre (AL)";"566";"-";"9511";"-"
"2701407";"Campo Alegre (AL)";"5636";"X";"121948";"X"
"2701506";"Campo Grande (AL)";"561";"-";"10694";"-"
"2701605";"Canapi (AL)";"602";"-";"14090";"-"
"2701704";"Capela (AL)";"1486";"-";"27576";"-"
"2701803";"Carneiros (AL)";"431";"-";"11950";"-"
"2701902";"Chã Preta (AL)";"424";"-";"9850";"-"
"2702009";"Coité do Nóia (AL)";"512";"-";"12903";"-"
"2702108";"Colônia Leopoldina (AL)";"2354";"-";"39674";"-"
"2702207";"Coqueiro Seco (AL)";"626";"-";"14041";"-"
"2702306";"Coruripe (AL)";"11614";"34";"275275";"556"
"2702355";"Craíbas (AL)";"2041";"-";"44072";"-"
"2702405";"Delmiro Gouveia (AL)";"4953";"63";"112556";"994"
"2702504";"Dois Riachos (AL)";"479";"-";"12262";"-"
"2702553";"Estrela de Alagoas (AL)";"780";"-";"14610";"-"
"2702603";"Feira Grande (AL)";"821";"-";"21937";"-"
"2702702";"Feliz Deserto (AL)";"465";"-";"12069";"-"
"2702801";"Flexeiras (AL)";"1000";"X";"13207";"X"
"2702900";"Girau do Ponciano (AL)";"1025";"X";"17566";"X"
"2703007";"Ibateguara (AL)";"651";"X";"18131";"X"
"2703106";"Igaci (AL)";"1186";"-";"27490";"-"
"2703205";"Igreja Nova (AL)";"3568";"-";"51500";"-"
"2703304";"Inhapi (AL)";"710";"-";"16679";"-"
"2703403";"Jacaré dos Homens (AL)";"228";"-";"5250";"-"
"2703502";"Jacuípe (AL)";"443";"-";"10634";"-"
"2703601";"Japaratinga (AL)";"1031";"532";"20465";"9486"
"2703700";"Jaramataia (AL)";"524";"-";"9843";"-"
"2703759";"Jequiá da Praia (AL)";"1033";"X";"21116";"X"
"2703809";"Joaquim Gomes (AL)";"1475";"-";"34215";"-"
"2703908";"Jundiá (AL)";"430";"-";"7338";"-"
"2704005";"Junqueiro (AL)";"2493";"6";"51738";"99"
"2704104";"Lagoa da Canoa (AL)";"805";"-";"20602";"-"
"2704203";"Limoeiro de Anadia (AL)";"1848";"X";"36198";"X"
"2704302";"Maceió (AL)";"248582";"3453";"8828140";"76050"
"2704401";"Major Isidoro (AL)";"1049";"X";"25333";"X"
"2704500";"Maragogi (AL)";"4693";"1665";"111954";"35280"
"2704609";"Maravilha (AL)";"316";"-";"9085";"-"
"2704708";"Marechal Deodoro (AL)";"10762";"162";"353349";"2989"
"2704807";"Maribondo (AL)";"1002";"-";"20876";"-"
"2704906";"Mar Vermelho (AL)";"316";"X";"5373";"X"
"2705002";"Mata Grande (AL)";"862";"X";"21357";"X"
"2705101";"Matriz de Camaragibe (AL)";"3764";"9";"64864";"36"
"2705200";"Messias (AL)";"1299";"-";"27482";"-"
"2705309";"Minador do Negrão (AL)";"377";"-";"6856";"-"
"2705408";"Monteirópolis (AL)";"492";"-";"10921";"-"
"2705507";"Murici (AL)";"2571";"X";"57819";"X"
"2705606";"Novo Lino (AL)";"895";"X";"17950";"X"
"2705705";"Olho d'Água das Flores (AL)";"2097";"X";"41595";"X"
"2705804";"Olho d'Água do Casado (AL)";"645";"X";"16614";"X"
"2705903";"Olho d'Água Grande (AL)";"269";"-";"6133";"-"
"2706000";"Olivença (AL)";"682";"-";"15234";"-"
"2706109";"Ouro Branco (AL)";"486";"-";"11451";"-"
"2706208";"Palestina (AL)";"259";"-";"6954";"-"
"2706307";"Palmeira dos Índios (AL)";"8193";"44";"176526";"685"
"2706406";"Pão de Açúcar (AL)";"1604";"X";"40338";"X"
"2706422";"Pariconha (AL)";"677";"X";"16005";"X"
"2706448";"Paripueira (AL)";"1060";"63";"22225";"1073"
"2706505";"Passo de Camaragibe (AL)";"1062";"48";"25901";"570"
"2706604";"Paulo Jacinto (AL)";"509";"-";"8965";"-"
"2706703";"Penedo (AL)";"5983";"57";"142174";"835"
"2706802";"Piaçabuçu (AL)";"752";"2";"20983";"-"
"2706901";"Pilar (AL)";"3846";"X";"139661";"X"
"2707008";"Pindoba (AL)";"346";"-";"6197";"-"
